name,address,lat,lon
Citrus Fair Building,1 Citrus Fair Dr  Cloverdale 95425,38.80282,-123.01718
Community Church,1000 Gravenstein Hwy N  Sebastopol 95472,38.41034,-122.84177
Anderson Hall,101 Lakeside Ave  Camp Meeker 95465,38.42551,-122.96034
Miwok Valley School,1010 Saint Francis Dr  Petaluma 94954,38.23598,-122.61023
Thomas Page School,1075 Madrone Ave  Cotati 94931,38.32999,-122.72586
Sonoma United Methodist Church,109 Patten St  Sonoma 95476,38.28975,-122.45689
Petaluma Veterans Memorial Bldg,1094 Petaluma Blvd S  Petaluma 94952,38.22637,-122.62359
Petaluma City Hall,11 English St  Petaluma 94952,38.23194,-122.64432
Mc Kinley School,110 Ellis St  Petaluma 94952,38.24411,-122.63375
Healdsburg Community Church,1100 University St  Healdsburg 95448,38.62498,-122.86336
Rancho Adobe Fire Station #2,11000 Main St  Penngrove 94951,38.29507,-122.66673
Windham Village Apartments,1101 Prospect Ave  Santa Rosa 95409,38.4621,-122.6744
Petaluma Christian Church,1160 Schuman Ln  Petaluma 94952,38.24248,-122.65666
Enmanji Buddhist Temple,1200 Gravenstein Hwy S  Sebastopol 95472,38.38704,-122.81415
Felta School House,1201 Felta Rd  Healdsburg 95448,38.57993,-122.88331
Schell Vista Fire Station #2,1215 E Napa St  Sonoma 95476,38.28969,-122.43547
Christ Evangelical Lutheran Church,125 Shiloh Rd  Windsor 95492,38.52629,-122.78143
Sonoma Veterans Memorial Bldg,126 1st St W  Sonoma 95476,38.29834,-122.45718
Bethlehem Lutheran Church,1300 Saint Francis Rd  Santa Rosa 95409,38.46876,-122.64538
Santa Rosa Christian Church,1315 Pacific Ave  Santa Rosa 95404,38.45355,-122.70662
Glen Ellen Fire Dept,13445 Arnold Dr  Glen Ellen 95442,38.36758,-122.52384
Sonoma County Fairgrounds,1350 Bennett Valley Rd  Santa Rosa 95404,38.42945,-122.70049
Santa Rosa Veterans Memorial Bldg,1351 Maple Ave  Santa Rosa 95404,38.43434,-122.70111
Bodega Bay Grange #777,1370 Bodega Ave  Bodega Bay 94923,38.33502,-123.04785
Schaefer Elementary School,1370 San Miguel Rd  Santa Rosa 95403,38.47458,-122.74575
Monte Vista Elementary School,1400 Magnolia Ave  Rohnert Park 94928,38.32972,-122.68107
Good Shepherd Lutheran Church,1402 University St  Healdsburg 95448,38.62821,-122.86252
Russian River Fire District,14100 Armstrong Woods Rd  Guerneville 95446,38.50348,-122.99785
Guerneville Regional Library,14107 Armstrong Woods Rd  Guerneville 95446,38.50379,-122.99732
Santa Rosa Community Of Christ Church,1495 W Steele Ln  Santa Rosa 95403,38.46046,-122.73287
First United Methodist Church,1551 Montgomery Dr  Santa Rosa 95405,38.44441,-122.69656
Crosspoint Community Church,1577 Guerneville Rd  Santa Rosa 95403,38.45299,-122.74593
St Andrew Presbyterian Church,16290 Arnold Dr  Sonoma 95476,38.3289,-122.50906
Chantarelle Homeowners Association,165 Saint James Dr  Sonoma 95476,38.26147,-122.48625
Gold Ridge Fire Department #2,1690 Watertrough Rd  Sebastopol 95472,38.3789,-122.83608
Piner High School,1700 Fulton Rd  Santa Rosa 95403,38.46166,-122.76683
Helen Lehman School,1700 Jennings Ave  Santa Rosa 95401,38.4491,-122.74352
Christ Church United Methodist,1717 Yulupa Ave  Santa Rosa 95405,38.43855,-122.67149
Mc Caughey Hall,17184 Bodega Hwy  Bodega 94922,38.34583,-122.97342
Flowery School,17600 Sonoma Hwy  Sonoma 95476,38.3168,-122.48363
Sheppard Elementary School,1777 West Ave  Santa Rosa 95407,38.41976,-122.72937
Olivet School,1825 Willowside Rd  Santa Rosa 95401,38.46392,-122.80727
El Verano School,18606 Riverside Dr  Sonoma 95476,38.30685,-122.48553
Sonoma Springs Community Hall,18627 Sonoma Hwy  Sonoma 95476,38.30765,-122.47799
Sonoma Mountain School,1900 Rainier Cir  Petaluma 94954,38.26729,-122.62938
Faith Lutheran Church Of Sonoma,19355 Arnold Dr  Sonoma 95476,38.29323,-122.48781
Sonoma County Corporation Yard,19722 8th St E  Sonoma 95476,38.28501,-122.43594
Grant School,200 Grant Ave  Petaluma 94952,38.2204,-122.63022
Sonoma Valley High School,20000 Broadway  Sonoma 95476,38.2822,-122.45769
Petaluma High School,201 Fair St  Petaluma 94952,38.22675,-122.64682
Cotati City Hall,201 W Sierra Ave  Cotati 94931,38.32359,-122.70839
Monte Rio Community Center,20488 Hwy 116  Monte Rio 95462,38.46813,-123.01193
Cloverdale Veterans Memorial Bldg,205 W 1st St  Cloverdale 95425,38.80437,-123.01826
Loma Vista Elementary School,207 Maria Dr  Petaluma 94954,38.25576,-122.62695
Center For Spiritual Living,2075 Occidental Rd  Santa Rosa 95401,38.43071,-122.74608
Geyserville Fire House,20975 Geyserville Ave  Geyserville 95441,38.70566,-122.9034
Clover Springs Community Association,210 Red Mountain Dr  Cloverdale 95425,38.79034,-123.02152
Valley Orchard Apartments,2100 E Washington St  Petaluma 94954,38.25725,-122.61741
Redemption Hill Church,2100 Petaluma Hill Rd  Santa Rosa 95404,38.41961,-122.7042
Albert F. Biella Elementary,2140 Jennings Ave  Santa Rosa 95401,38.4495,-122.75589
First United Methodist Church-sp,2150 Giffen Ave  Santa Rosa 95407,38.41726,-122.74135
Valle Vista Subdivision,221 Westgate Cir  Santa Rosa 95401,38.43332,-122.75409
Yulupa School,2250 Mesquite Dr  Santa Rosa 95405,38.42904,-122.6726
Schell Vista Fire Station #1,23000 Broadway  Sonoma 95476,38.24337,-122.44876
Strawberry School,2311 Horseshoe Dr  Santa Rosa 95405,38.43453,-122.66112
The Lodge At Paulin Creek,2375 Range Ave  Santa Rosa 95403,38.46223,-122.73402
Cook Middle School,2480 Sebastopol Rd  Santa Rosa 95407,38.42591,-122.74583
Sonoma Academy,2500 Farmers Ln  Santa Rosa 95404,38.41835,-122.68873
Presbyterian Church Of The Roses,2500 Patio Ct  Santa Rosa 95405,38.44208,-122.68434
Monroe School,2567 Marlow Rd  Santa Rosa 95403,38.45657,-122.75239
Northwest Prep At Piner-olivet School,2590 Piner Rd  Santa Rosa 95401,38.46596,-122.77283
Meadow View School,2665 Dutton Mdw  Santa Rosa 95407,38.41252,-122.7295
Jack London School,2707 Francisco Ave  Santa Rosa 95403,38.48038,-122.76436
Comstock Middle School,2750 W Steele Ln  Santa Rosa 95403,38.45704,-122.74686
Sebastopol Veterans Memorial Bldg,282 S High St  Sebastopol 95472,38.40014,-122.82529
Cinnabar School,286 Skillman Ln  Petaluma 94952,38.25843,-122.66554
Oakmont Gardens,301 White Oak Dr  Santa Rosa 95409,38.44232,-122.60297
Cloverdale Senior Center,311 N Main St  Cloverdale 95425,38.80853,-123.01837
John B. Riebli School,315 Mark West Springs Rd  Santa Rosa 95404,38.5009,-122.7418
Petaluma Community Center,320 N Mcdowell Blvd  Petaluma 94954,38.25285,-122.63013
Bellevue School,3223 Primrose Ave  Santa Rosa 95407,38.39721,-122.73578
Casa Grande High School,333 Casa Grande Rd  Petaluma 94954,38.24288,-122.59878
Joe Mazola Local 38 Bldg,3473 Santa Rosa Ave  Santa Rosa 95407,38.39248,-122.7143
Herbert Slater Middle School,3500 Sonoma Ave  Santa Rosa 95405,38.44752,-122.67317
Solstice Senior Living,3585 Round Barn Blvd  Santa Rosa 95403,38.48128,-122.72921
Ohlson Ranch House,37600 Hwy 1  The Sea Ranch 95497,38.71549,-123.45567
Westview Christian Church,3950 Doubles Dr  Santa Rosa 95407,38.42476,-122.76202
St Johns Episcopal Church,40 5th St  Petaluma 94952,38.23137,-122.63948
Healdsburg Elementary School,400 1st St  Healdsburg 95448,38.61356,-122.86027
Healdsburg City Hall,401 Grove St  Healdsburg 95448,38.612,-122.87363
Bennett Valley Guild,4145 Grange Rd  Santa Rosa 95404,38.39221,-122.63989
Steele Lane Community Center,415 Steele Ln  Santa Rosa 95403,38.46079,-122.72206
Mc Dowell School,421 S Mcdowell Blvd  Petaluma 94954,38.24711,-122.62033
Sunrise Villa Santa Rosa,4225 Wayvern Dr  Santa Rosa 95409,38.45486,-122.6796
Registrar of Voters Office,435 Fiscal Dr  Santa Rosa 95403,38.46571,-122.72303
Madrone School,4550 Rinconada Dr  Santa Rosa 95409,38.46864,-122.67401
Santa Rosa Bible Church,4575 Badger Rd  Santa Rosa 95409,38.48255,-122.67445
Mark West School,4600 Lavell Rd  Santa Rosa 95403,38.50251,-122.75942
Rincon Valley Middle School,4650 Badger Rd  Santa Rosa 95409,38.48108,-122.67135
Petaluma Holy Ghost Hall,4699 Bodega Ave  Petaluma 94952,38.2537,-122.70306
Rohnert Park Retirement Community,4855 Snyder Ln  Rohnert Park 94928,38.35862,-122.68672
Faith Lutheran Church,4930 Newanga Ave  Santa Rosa 95405,38.44462,-122.659
Douglas L. Whited School,4995 Sonoma Hwy  Santa Rosa 95409,38.46569,-122.66271
