Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
1390,CHRIST COMMUNITY CHURCH,"590 W Orange Ave, El Centro, CA 92243, USA",32.789,-115.55671,1390.0,CA,IMPERIAL COUNTY,"VOTING PRECINCT 245217, VOTING PRECINCT 245220",False,False,1.0
1391,DESERT GARDEN SCHOOL,"1900 S 6th St, El Centro, CA 92243, USA",32.77704,-115.55752,1391.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 245223,False,False,1.0
1392,CENTRAL BAPTIST CHURCH,"1290 S Imperial Ave, El Centro, CA 92243, USA",32.78267,-115.57019,1392.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 245226,False,False,1.0
1393,DE ANZA SCHOOL,"1530 S Waterman Ave, El Centro, CA 92243, USA",32.77889,-115.57471,1393.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 245228,False,False,1.0
1394,CENTRAL BAPTIST CHURCH,"1290 S Imperial Ave, El Centro, CA 92243, USA",32.78201,-115.57014,1394.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 247229,False,False,1.0
1395,CORFMAN SCHOOL,"701 W McCabe Rd, El Centro, CA 92243, USA",32.75168,-115.59627,1395.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 247234,False,False,1.0
1396,HEBER ELEMENTARY SCHOOL,"1052 Heber Ave, Heber, CA 92249, USA",32.72605,-115.52888,1396.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 286213,False,False,1.0
1397,HEBER ELEMENTARY SCHOOL,"1052 Heber Ave, Heber, CA 92249, USA",32.72605,-115.52888,1397.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 286232,False,False,1.0
1398,CONRAD HARRISON YOUTH CENTER,"750 Park Ave, El Centro, CA 92243, USA",32.79615,-115.56026,1398.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 345201,False,False,1.0
1399,KING ELEMENTARY SCH,"1950 Villa Ave 1950 VILLA, El Centro, CA 92243, USA",32.80369,-115.57836,1399.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 345202,False,False,1.0
1400,MARTIN LUTHER KING PAVILION,"754 Park Ave, El Centro, CA 92243, USA",32.79619,-115.56038,1400.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 345203,False,False,1.0
1401,MARTIN LUTHER KING PAVILION,"754 Park Ave, El Centro, CA 92243, USA",32.79619,-115.56038,1401.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 345223,False,False,1.0
1402,VFW HALL,"247 S Imperial Ave, Imperial, CA 92251, USA",32.84608,-115.57035,1402.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 365018,False,False,1.0
1403,IMPERIAL COMMUNITY CENTER,"200 W 9 Th St, Imperial, CA 92251, USA",32.8482,-115.57167,1403.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 365019,False,False,1.0
1404,VFW HALL,"247 S Imperial Ave, Imperial, CA 92251, USA",32.84608,-115.57035,1404.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 365021,False,False,1.0
1405,VALLEY CHRISTIAN CHURCH,"431 W Wall Rd, Imperial, CA 92251, USA",32.82142,-115.57334,1405.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 365027,False,False,1.0
1406,IMPERIAL COUNTY AIRPORT,"Imperial County Airport, 1099 Airport Rd, Imperial, CA 92251, USA",32.8352,-115.5724,1406.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 385014,False,False,1.0
1407,SEELEY ELEMENTARY SCHOOL,"1812 W Rio Vista St, Seeley, CA 92273, USA",32.79454,-115.69147,1407.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 389208,False,False,1.0
1408,WESTERN AVE BAPTIST CHURCH,"555 N Western Ave, Brawley, CA 92227, USA",32.9839,-115.5447,1408.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 411102,False,False,1.0
1409,LIONS CENTER,"225 A St, Brawley, CA 92227, USA",32.98466,-115.53896,1409.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 411103,False,False,1.0
1410,LIONS CENTER,"225 A St, Brawley, CA 92227, USA",32.98466,-115.53896,1410.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 411104,False,False,1.0
1411,WESTERN AVE BAPTIST CHURCH,"555 N Western Ave, Brawley, CA 92227, USA",32.9839,-115.5447,1411.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 411107,False,False,1.0
1412,GATEWAY CHURCH,"4249 CA-86, Brawley, CA 92227, USA",32.95932,-115.55169,1412.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 411108,False,False,1.0
1413,GATEWAY CHURCH,"4249 CA-86, Brawley, CA 92227, USA",32.95932,-115.55169,1413.0,CA,IMPERIAL COUNTY,"VOTING PRECINCT 411109, VOTING PRECINCT 411136",False,False,1.0
1414,CALIPATRIA CITY HALL,"125 N Park Ave, Calipatria, CA 92233, USA",33.12655,-115.51606,1414.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 432019,False,False,1.0
1415,WESTMORLAND YOUTH HALL,"200 W 2nd St, Westmorland, CA 92281, USA",33.03511,-115.62309,1415.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 474117,False,False,1.0
1416,GRACE SMITH SCHOOL,"9 E 4th St, Niland, CA 92257, USA",33.23753,-115.51736,1416.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 482028,False,False,1.0
1417,WEST SHORES SENIOR CITIZENS CLUB,"1375 Borrego Salton Sea Way #22, Salton City, CA 92275, USA",33.27307,-115.97671,1417.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 483021,False,False,1.0
1418,OAKLEY SCHOOL,"1401 B St, Brawley, CA 92227, USA",32.98402,-115.51889,1418.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 511127,False,False,1.0
1419,FIRST MEXICAN BAPTIST CHURCH,"1041 H St, Brawley, CA 92227, USA",32.97672,-115.52541,1419.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 511128,False,False,1.0
1420,CESAR CHAVEZ ELEMENTARY SCHOOL,"1251 E Zapata St, Calexico, CA 92231, USA",32.68915,-115.47446,1420.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 521042,False,False,1.0
1421,EL CENTRO COMMUNITY CENTER,"375 S 1st St, El Centro, CA 92243, USA",32.79031,-115.54382,1421.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 545209,False,False,1.0
1422,EL CENTRO COMMUNITY CENTER,"375 S 1st St, El Centro, CA 92243, USA",32.79031,-115.54382,1422.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 545210,False,False,1.0
1423,CALWORKS,"2895 S 4th St BLDG """"A, El Centro, CA 92243, USA",32.76886,-115.5507,1423.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 547239,False,False,1.0
1424,HOLTVILLE CITY HALL,"121 W 5th St, Holtville, CA 92250, USA",32.8117,-115.38077,1424.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 554021,False,False,1.0
1425,HOLTVILLE MIDDLE SCHOOL,"800 Beale Ave, Holtville, CA 92250, USA",32.81656,-115.36906,1425.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 554023,False,False,1.0
1426,UNITED METHODIST CHURCH,"217 W 7th St, Holtville, CA 92250, USA",32.81485,-115.38191,1426.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 584020,False,False,1.0
1427,SAN PASQUAL USD,"686 Baseline Rd, Winterhaven, CA 92283, USA",32.75242,-114.59882,1427.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 586008,False,False,1.0
1428,MEADOWS UNION SCHOOL,"2059 Bowker Rd, El Centro, CA 92243, USA",32.80053,-115.47491,1428.0,CA,IMPERIAL COUNTY,VOTING PRECINCT 588260,False,False,1.0
