Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
0,Granite Bay High School - Library (1),1 Grizzly Way  Granite Bay 95746,38.73217,-121.21184,,,,,,,
1,Granite Bay High School - Library (2),1 Grizzly Way  Granite Bay 95746,38.73217,-121.21184,,,,,,,
2,Auburn Vets Hall - Upstairs Dance Hall (1),100 East St  Auburn 95603,38.8988,-121.0753,,,,,,,
3,Buljan Middle School - Teen Scene Clubhouse,100 Hallissy Dr  Roseville 95678,38.77768,-121.30197,,,,,,,
4,Maidu Village Il Apartments - Community Room,101 Sterling Ct  Roseville 95661,38.74029,-121.24579,,,,,,,
5,Villa Serena Apartments - Clubhouse (1),101 Villa Serena Cir  Rocklin 95765,38.81076,-121.25727,,,,,,,
6,Villa Serena Apartments - Clubhouse (2),101 Villa Serena Cir  Rocklin 95765,38.81076,-121.25727,,,,,,,
7,Mike Shellito Indoor Pool - Meeting Rm 1 (1),10210 Fairway Dr  Roseville 95678,38.78877,-121.27871,,,,,,,
8,Mike Shellito Indoor Pool - Meeting Rm 1 (2),10210 Fairway Dr  Roseville 95678,38.78877,-121.27871,,,,,,,
9,Catheryn Gates Elementary - Art Gallery,1051 Trehowell Dr  Roseville 95678,38.77511,-121.28374,,,,,,,
10,Roseville First United Methodist Church (2),109 Washington Blvd  Roseville 95678,38.75097,-121.2869,,,,,,,
11,Roseville First United Methodist Church (1),109 Washington Blvd  Roseville 95678,38.75097,-121.2869,,,,,,,
12,American Sikh Society - Meeting Hall (1),1090 Main St  Roseville 95678,38.75222,-121.30819,,,,,,,
13,American Sikh Society - Meeting Hall (2),1090 Main St  Roseville 95678,38.75222,-121.30819,,,,,,,
14,La Provence Restaurant - The Lounge (1),110 Diamond Creek Pl  Roseville 95747,38.79862,-121.33412,,,,,,,
15,La Provence Restaurant - The Lounge (2),110 Diamond Creek Pl  Roseville 95747,38.79862,-121.33412,,,,,,,
