name,address,lat,lon
Monterey United Methodist Church,1 Soledad Dr  Monterey 93940,36.58403,-121.90335
"Active Seniors, Inc.",100 Harvest St  Salinas 93901,36.66851,-121.6526
Hacienda Carmel - Casa Fiesta,1000 Hacienda Carmel  Carmel 93923,36.53764,-121.87974
PG Adult School - Multipurpose Room,1025 Lighthouse Ave  Pacific Grove 93950,36.62635,-121.929
Crossroads Christian Church,1035 Rogge Rd  Salinas 93906,36.7324,-121.63152
La Iglesia De San Pablo,1092 Noche Buena St  Seaside 93955,36.59915,-121.83756
Sherwood Elementary School,110 S Wood St  Salinas 93905,36.67181,-121.63508
Castroville Library,11160 Speegle St  Castroville 95012,36.76768,-121.75757
First Baptist Church - Salinas,1130 San Vincente Ave  Salinas 93901,36.66278,-121.67273
Petra Bible Church,115 Iris Dr  Salinas 93906,36.69264,-121.6542
Saint Theodore Church Hall,116 Belden St  Gonzales 93926,36.50578,-121.44135
Lutheran Church Of Our Savior - Hall,1230 Luther Way  Salinas 93901,36.66162,-121.67229
Kinship Center,124 River Rd  Salinas 93908,36.61617,-121.66053
Cabrillo Family Resource Center,1295 La Salle Ave  Seaside 93955,36.617,-121.83798
La Paz School,1300 N Sanborn Rd  Salinas 93905,36.69051,-121.60527
Monte Del Lago - Club Room,13100 Monte Del Lago  Castroville 95012,36.77224,-121.7345
Monterey County Elections - Office,1441 Schilling Place  Salinas 93901,36.65324,-121.61949
Natividad School,1465 Modoc Ave  Salinas 93906,36.70399,-121.63722
Dr. Oscar F. Loya School,1505 Cougar Dr  Salinas 93905,36.68963,-121.59439
Greater Victory Temple,1620 Broadway Ave  Seaside 93955,36.6085,-121.82926
El Dorado Park,1655 El Dorado Dr  Salinas 93906,36.70977,-121.63753
CDF Tularcitos Fire Station,16650 Cachagua Rd  Carmel Valley 93924,36.44552,-121.68493
CVS Pharmacy - Prunedale,17579 Vierra Canyon Rd  Salinas 93907,36.79321,-121.66422
Creekside Elementary School,1770 Kittery St  Salinas 93906,36.70499,-121.61133
First Baptist Church Of Prunedale,17716 Pesante Rd  Salinas 93907,36.77586,-121.66527
Prunedale Grange Hall,17890 Moro Rd  Salinas 93907,36.80295,-121.66142
Marina Library,190 Seaside Cir  Marina 93933,36.69142,-121.79965
Everett Alvarez High School,1900 Independence Blvd  Salinas 93906,36.71214,-121.61476
Creekside Club House,19323 Creekside Cir  Salinas 93908,36.62308,-121.68741
Monterey County Fairgrounds - Gate 5,2004 Fairground Rd  Monterey 93940,36.59412,-121.86564
Santa Rita School,2014 Santa Rita St  Salinas 93906,36.72447,-121.6522
Marina Community Center,211 Hillcrest Ave  Marina 93933,36.68211,-121.80341
Seaside Community Center - Soper Field,220 Coe Ave  Seaside 93955,36.626,-121.83246
Chualar School,24285 Lincoln St  # BUS.  Chualar 93925,36.57224,-121.51608
PG First Baptist Church,246 Laurel Ave  Pacific Grove 93950,36.61757,-121.90978
The Salvation Army Of Salinas,2460 N Main St  Salinas 93906,36.73402,-121.65565
Carmel Valley Community Youth Center,25 Ford Rd  Carmel Valley 93924,36.4834,-121.73615
Cesar Chavez School - Staff Lounge,250 Apple Ave  Greenfield 93927,36.33087,-121.23428
"Filipino Community Of Salinas Valley, Inc.",250 Calle Cebu  Salinas 93901,36.68016,-121.64887
Pajaro Middle School,250 Salinas Rd  Royal Oaks 95076,36.89908,-121.74893
Mission Ranch - Small Barn,26270 Dolores St  Carmel 93923,36.54228,-121.92303
Aromas Bible Church,263 Carpenteria Rd  Aromas 95004,36.88946,-121.6436
Scholze Park Center,280 Dickman Ave  Monterey 93940,36.61116,-121.8989
Saint Dunstan's Episcopal Church,28003 Robinson Canyon Rd  Carmel Valley 93923,36.51984,-121.80547
Full Gospel Church Of Las Lomas,29 Willow Rd  Royal Oaks 95076,36.86422,-121.73491
Good Shepherd Church,301 Corral De Tierra Rd  Salinas 93908,36.54121,-121.7258
Nancy Dodd Center,3043 Macarthur Dr  Marina 93933,36.67151,-121.77903
Pebble Beach Community Services District,3101 Forest Lake Rd  Pebble Beach 93953,36.58921,-121.94451
Northminster Presbyterian Church,315 E Alvin Dr  Salinas 93906,36.70757,-121.64535
Madonna Del Sasso Church - Parish Hall,320 E Laurel Dr  Salinas 93906,36.69753,-121.64596
Saint James Episcopal Church,381 High St  Monterey 93940,36.60246,-121.90402
Hartnell College - Steinbeck Hall,411 Central Ave  Salinas 93901,36.67395,-121.66565
Saint Mary Of The Nativity - Parish Hall,424 Towt St  Salinas 93905,36.68115,-121.61307
Bardin Elementary School - PDC,425 Bardin Rd  Salinas 93905,36.67327,-121.60089
Epiphany Lutheran Church,425 Carmel Ave  Marina 93933,36.67705,-121.78701
Soledad High School Library - Mission Room,425 Gabilan Dr  Soledad 93960,36.4363,-121.32548
First Baptist Church - Social Hall,450 King St  King City 93930,36.21705,-121.13296
Community Church Fellowship Hall,4590 Carmel Valley Rd  Carmel 93923,36.542,-121.8933
Big Sur Grange Hall,47090 Highway 1  Big Sur 93920,36.26361,-121.80037
Regency Court Seniors Apts - Rec Room,472 Regency Cir  Salinas 93906,36.71106,-121.65055
Pine Canyon Mobile Estates - Rec Room,51201 Pine Canyon Rd  King City 93930,36.17991,-121.14921
PG Community Center,515 Junipero Ave  Pacific Grove 93950,36.61611,-121.91781
Kammann School,521 Rochex Ave  Salinas 93906,36.7001,-121.65861
Soledad YMCA,560 Walker Dr  Soledad 93960,36.43005,-121.32049
Lutheran Church Of The Good Shepherd,580 Larkin St  Salinas 93907,36.69067,-121.65995
Greenfield Memorial Building,615 El Camino Real  Greenfield 93927,36.33019,-121.252
Pacific Grove High School - Dance Room,615 Sunset Dr  Pacific Grove 93950,36.61032,-121.92527
