name,address,lat,lon,ElecDayVotes,EarlyVotes,BallotsCast,WaitTimeHr
Madera County Government Center – Lobby,200 W. 4th Street Madera CA 93637,36.96183,-120.06373,,,,
Oakhurst Community Center – Main Hall,39800 Road 425B Oakhurst CA 93644,37.32652,-119.65105,,,,
City of Chowchilla Civic Center – Council Chambers,130 S. 2nd Street Chowchilla CA 93610,37.12204,-120.25967,,,,
Liberty High School – Theatre,12220 Road 36 Madera Ranchos CA 93636,36.92711,-119.89787,,,,
Foothill Church – Sanctuary,45543 Road 415 Coarsegold CA 93614,37.25855,-119.71731,,,,
Pan Am Community Center,703 E. Sherwood Way Madera CA 93638,36.9779,-120.05856,,,,
Superintendent of Schools – Conference Room 1,1105 S. Madera Avenue Madera CA 93637,36.94279,-120.0552,,,,
