name,address,lat,lon
Moraga Valley Presbyterian Church,10 Moraga Valley Ln  Moraga 94556,37.84066,-122.13808
Martinez United Methodist Church,100 Church St  Martinez 94553,37.98602,-122.12248
North Gate Rd Chapel - LDS,100 N Gate Rd  Walnut Creek 94598,37.9137,-122.00409
St Monica Church,1001 Camino Pablo  Moraga 94556,37.82786,-122.13069
Oakhurst Country Club,1001 Peacock Creek Dr  Clayton 94517,37.94139,-121.92703
Pittsburg Youth Development Center,1001 Stoneman Ave  Pittsburg 94565,38.00508,-121.87654
Event Center,1021 Stanley Dollar Dr  Walnut Creek 94595,37.862,-122.06738
Willow Creek Center,1026 Mohr Ln  Concord 94518,37.94425,-122.04335
Our Savior's Lutheran Church,1035 Carol Ln  Lafayette 94549,37.89221,-122.10309
Clarion Hotel,1050 Burnett Ave  Concord 94520,37.97536,-122.06044
San Miguel Villa,1050 San Miguel Rd  Concord 94518,37.95753,-122.02572
Dougherty Valley Performing Arts Center,10550 Albion Rd  San Ramon 94582,37.76937,-121.90162
El Cerrito City Hall,10890 San Pablo Ave  El Cerrito 94530,37.91571,-122.31097
Holy Cross Lutheran Church,1092 Alberta Way  Concord 94521,37.94675,-121.96877
Mc Clarren Chapel - LDS,1101 Mcclarren Rd  Brentwood 94513,37.92971,-121.70766
Hercules City Hall,111 Civic Dr  Hercules 94547,38.01051,-122.26562
Parkhaven Baptist Church,1187 Meadow Ln  Concord 94520,37.95952,-122.04237
Hercules By The Bay - Clubhouse,1199 Santa Fe  Hercules 94547,38.01257,-122.28778
Acalanes High,1200 Pleasant Hill Rd  Lafayette 94549,37.90417,-122.09759
Brickyard Landing - Clubhouse,1223 Brickyard Cove Ln  Richmond 94801,37.91309,-122.38088
Grace Episcopal Church,130 Muir Station Rd  Martinez 94553,37.99075,-122.12382
Plumbers Assembly Hall,1308 Roman Way  Martinez 94553,37.99261,-122.10891
Danville Station - Clubhouse,1320 Van Patten Dr  Danville 94526,37.79779,-121.97726
Marina Bay - Harbor Master Bldg,1340 Marina Way S  Richmond 94804,37.91366,-122.35472
Alberta Way Chapel - Lds,1360 Alberta Way  Concord 94521,37.9509,-121.96589
St John's Lutheran Church,1360 E Tregallas Rd  Antioch 94509,37.99495,-121.78639
San Pablo Library,13751 San Pablo Ave  San Pablo 94806,37.95788,-122.33993
Dallas Ranch Middle School,1401 Mount Hamilton Dr  Antioch 94531,37.96864,-121.7986
New Destiny Church,1411 E Leland Rd  Pittsburg 94565,38.00887,-121.8672
Valley Christian Church,1411 La Vista Ave  Concord 94521,37.96614,-122.0052
Laurel Rd Chapel - LDS,1432 Laurel Rd  Oakley 94561,37.98378,-121.72159
Excelsior School,14401 Byron Hwy  Byron 94514,37.87581,-121.64074
Las Lomas High School,1460 S Main St  Walnut Creek 94596,37.89046,-122.05659
Walnut Creek Elks Lodge,1475 Creekside Dr  Walnut Creek 94596,37.88642,-122.05458
Cortona Park Senior Living,150 Cortona Way  Brentwood 94513,37.92788,-121.73531
San Ramon Valley Fire Protection Dist,1500 Bollinger Canyon Rd  San Ramon 94583,37.77207,-121.99485
Moraga Library,1500 Saint Marys Rd  Moraga 94556,37.84077,-122.12266
St Timothy Episcopal Church,1550 Diablo Rd  Danville 94526,37.83655,-121.97095
Denkinger Road Chapel - LDS,1590 Denkinger Rd  Concord 94521,37.96706,-121.99023
Town of Discovery Bay Community Center,1601 Discovery Bay Blvd  Discovery Bay 94505,37.90267,-121.60136
St Andrews Presbyterian Church,1601 Mary Dr  Pleasant Hill 94523,37.96094,-122.06648
Victoria Green - Eden Housing Hoa,163 Paradise Dr  Hercules 94547,38.02387,-122.27092
St Luke Missionary Baptist Church,165 S 7th St  Richmond 94804,37.9297,-122.36322
St John Vianney Church,1650 Ygnacio Valley Rd  Walnut Creek 94598,37.91467,-122.04264
Davis Park Multi Purpose Bldg,1651 Folsom Ave  San Pablo 94806,37.96091,-122.35241
Diablo Country Club,1700 Club House Rd  Diablo 94528,37.83617,-121.95791
Club Los Meganos,1700 Trilogy Pkwy  Brentwood 94513,37.89894,-121.72939
The Rock Church- Brentwood,1770 Adams Ln  Brentwood 94513,37.95355,-121.70397
Community of Christ Church,1786 2nd Ave  Walnut Creek 94597,37.92256,-122.07225
Golden Hills Community Church - Antioch,1800 Woodland Dr  Antioch 94509,38.00472,-121.79847
Local 302 IBEW,1875 Arnold Dr  Martinez 94553,37.99206,-122.08779
Church of the Valley,19001 San Ramon Valley Blvd  San Ramon 94583,37.74938,-121.96046
Knightsen Elementary,1923 Delta Rd  Knightsen 94548,37.9687,-121.66076
Fair Oaks Church,1925 Risdon Rd  Concord 94518,37.94465,-122.03296
Concord Historical Society,1928 Clayton Rd  Concord 94520,37.97353,-122.03531
Lone Tree Elementary School,1931 Mokelumne Dr  Antioch 94531,37.96218,-121.78921
Grace Lutheran Church,195 Alvarado Ave  Pittsburg 94565,38.01127,-121.89991
St Demetrios Greek Orthodox Church,1955 Kirker Pass Rd  Concord 94521,37.96218,-121.94398
Amador Rancho Center,1998 Rancho Park Loop  San Ramon 94583,37.74946,-121.91958
Santa Maria Church,20 Santa Maria Way  Orinda 94563,37.88327,-122.1862
Hercules Community Center,2001 Refugio Valley Rd  Hercules 94547,37.99961,-122.24842
Danville Town Hall Meeting,201 Front St  Danville 94526,37.82142,-121.99792
New Hope Church,2120 Olivera Ct  Concord 94520,37.99725,-122.04139
Nick Rodriguez Center,213 F St  Antioch 94509,38.01653,-121.81231
Golf Club Rd Chapel - LDS,2201 Golf Club Rd  Pittsburg 94565,38.01404,-121.91078
The Heritage,2222 Pacheco St  Concord 94520,37.97888,-122.03362
Hope Center - Lobby,2275 Morello Ave  Pleasant Hill 94523,37.96092,-122.08064
Trinity Lutheran Church,2317 Buena Vista Ave  Walnut Creek 94597,37.90972,-122.07109
Harvest House - Suite K,2395 Monument Blvd  Concord 94520,37.95962,-122.03532
Golden Hills Community Church -Brentwood,2401 Shady Willow Ln  Brentwood 94513,37.96016,-121.73843
Laurel Ridge Community Church,2459 Laurel Rd  Oakley 94561,37.9825,-121.7403
Pinole Senior Center,2500 Charles Ave  Pinole 94564,38.00741,-122.28989
Richmond Senior Citizens Center,2525 Macdonald Ave  Richmond 94804,37.93547,-122.34479
Public Works Building,255 Glacier Dr  Martinez 94553,37.98805,-122.08685
Hyatt House,2611 Contra Costa Blvd  Pleasant Hill 94523,37.9428,-122.06124
The Rock Church- Danville,2615 Camino Tassajara  Danville 94526,37.80766,-121.94893
Pinole Valley Community Church,2885 Pinole Valley Rd  Pinole 94564,37.99312,-122.28473
Delta View Elementary,2916 Rio Verde Dr  Pittsburg 94565,38.01134,-121.96795
Stone Valley Rd Chapel - LDS,2949 Stone Valley Rd  Alamo 94507,37.8439,-121.98739
Broadway Baptist Church,2965 19th St  San Pablo 94806,37.97391,-122.34534
Rio Grande Chapel - LDS,3015 Rio Grande Dr  Antioch 94509,37.99056,-121.82806
First Christian Church - Concord,3039 Willow Pass Rd  Concord 94519,37.98116,-122.0227
Norris Canyon Estates HOA Clubhouse,3051 Ashbourne Cir  San Ramon 94583,37.74878,-121.99403
St Jerome Catholic Church,308 Carmel Ave  El Cerrito 94530,37.90289,-122.29042
Scout Hall,3090 Ranch Ln  Bethel Island 94511,38.01493,-121.63887
Opportunity Junction,3102 Delta Fair Blvd  Antioch 94509,38.00198,-121.83767
Ambrose Community Center,3105 Willow Pass Rd  Bay Point 94565,38.02625,-121.94918
Hilltop Community Church,3118 Shane Dr  Richmond 94806,37.97565,-122.32696
Peace Lutheran Church,3201 Camino Tassajara  Danville 94506,37.80079,-121.92751
St Ignatius of Antioch Church,3351 Contra Loma Blvd  Antioch 94509,37.98726,-121.8233
