name,address,lat,lon
Kerr McGee Community Center - Pinnacles Room,100 W California Ave  Ridgecrest 93555,35.62107,-117.67254
Aera Energy LLC,10000 Ming Ave  Bakersfield 93311,35.34123,-119.11253
Pioneer Middle School,1001 Hiett Ave  Delano 93215,35.76721,-119.26961
Kern City Recreation Center Sewing Room,1003 Pebble Beach Dr  Bakersfield 93309,35.34557,-119.06679
Civic Center Hall - Auditorium,1009 11th Ave  Delano 93215,35.7708,-119.24438
Height Street Baptist Church,1010 Height St  Bakersfield 93305,35.39427,-118.98218
California Ave Church Of Christ,1020 E California Ave  Bakersfield 93305,35.36892,-118.98939
The Oaks Community Church,10200 Campus Park Dr  Bakersfield 93311,35.31868,-119.11498
Compassion Christian Center,1030 4th St  Bakersfield 93304,35.36123,-119.01367
David Head Community Building,10300 San Diego St  Lamont 93241,35.2615,-118.91943
Strata Center,10350 Heather Ave  California City 93505,35.12968,-117.94538
United Park Apartments,1047 W Rosamond Blvd  Rosamond 93560,34.86482,-118.14983
First Baptist Church,1049 S Curry St  Tehachapi 93561,35.12005,-118.45104
Almondale Elementary School,10510 Chippewa St  Bakersfield 93312,35.40774,-119.1198
Kern County Elections Department,1115 Truxtun Ave  Bakersfield 93301,35.37265,-119.0149
Curran Middle School,1116 Lymric Way  Bakersfield 93309,35.34412,-119.04527
Kern County Fair Grounds - Sequoia Room,1142 S P St  Bakersfield 93307,35.34209,-119.01149
Freedom Middle School,11445 Noriega Rd  Bakersfield 93312,35.40444,-119.12998
Kernville Community Building - Room B,11447 Kernville Rd  Kernville 93238,35.75592,-118.41807
Rosedale North Elementary School,11500 Meacham Rd  Bakersfield 93312,35.39133,-119.12988
Standard School District,1200 N Chester Ave  Bakersfield 93308,35.41714,-119.01944
Arvin Lamont Administrative Building,12014 Main St  Lamont 93241,35.24474,-118.91526
Wasco Veterans Hall,1202 Poplar Ave  Wasco 93280,35.58846,-119.3445
Rio Bravo Fire Station 10,12100 Alfred Harrell Hwy  Bakersfield 93306,35.43057,-118.86992
The Bridge Bible Church,12225 Stockdale Hwy  Bakersfield 93314,35.35196,-119.13979
Kern River Valley Eagles Lodge,12251 Highway 178  Lake Isabella 93240,35.6414,-118.40757
West Boron Elementary School - Room 5,12300 Del Oro St  Boron 93516,35.00415,-117.69398
Rosedale Middle School - Gym,12463 Rosedale Hwy  Bakersfield 93312,35.38266,-119.14075
Rosewood Senior Living Community,1301 New Stine Rd  Bakersfield 93309,35.34194,-119.06213
Pioneer Senior Building,131 E 1st St  Buttonwillow 93206,35.40022,-119.46894
Wesley United Methodist Church,1314 Oswell St  Bakersfield 93306,35.37632,-118.95027
