Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
4701,Bill Graham Civic Auditorium,"Civic Center Auditorium, 99 Grove St, San Francisco, CA 94102, USA",37.77814,-122.41744,4702.0,CA,SAN FRANCISCO COUNTY,Locality wide location,False,False,1.0
4702,Ingleside Police Station - Community Room,"1 Sgt John V Young Ln, San Francisco, CA 94112, USA",37.72474,-122.44628,4703.0,CA,SAN FRANCISCO COUNTY,Pct 1101,False,False,1.0
4703,Garage,"430 Capistrano Ave, San Francisco, CA 94112, USA",37.72519,-122.43921,4704.0,CA,SAN FRANCISCO COUNTY,Pct 1102,False,False,1.0
4704,Garage,"2 San Gabriel Ave, San Francisco, CA 94112, USA",37.72935,-122.438,4705.0,CA,SAN FRANCISCO COUNTY,Pct 1103,False,False,1.0
4705,Church - Corpus Christi,"62 Santa Rosa Ave, San Francisco, CA 94112, USA",37.72648,-122.43525,4706.0,CA,SAN FRANCISCO COUNTY,Pct 1104/1105,False,False,1.0
4706,Temple United Methodist Church,"65 Beverly St, San Francisco, CA 94132, USA",37.71739,-122.47182,4707.0,CA,SAN FRANCISCO COUNTY,Pct 1106,False,False,1.0
4707,Jose Ortega Elementary School - Lobby,"400 Sargent St, San Francisco, CA 94132, USA",37.7164,-122.4663,4708.0,CA,SAN FRANCISCO COUNTY,Pct 1107,False,False,1.0
4708,Garage,"583 Victoria St, San Francisco, CA 94132, USA",37.72125,-122.46568,4709.0,CA,SAN FRANCISCO COUNTY,Pct 1108,False,False,1.0
4709,Holloway Terrace,"1099 Capitol Ave, San Francisco, CA 94112, USA",37.72184,-122.45923,4710.0,CA,SAN FRANCISCO COUNTY,Pct 1109,False,False,1.0
4710,Garage,"315 Holloway Ave, San Francisco, CA 94112, USA",37.7217,-122.45648,4711.0,CA,SAN FRANCISCO COUNTY,Pct 1111,False,False,1.0
4711,Firehouse #15,"1000 Ocean Ave, San Francisco, CA 94112, USA",37.72349,-122.45288,4712.0,CA,SAN FRANCISCO COUNTY,Pct 1112,False,False,1.0
4712,James Denman School - Front Lobby,"241 Oneida Ave, San Francisco, CA 94112, USA",37.72163,-122.44295,4713.0,CA,SAN FRANCISCO COUNTY,Pct 1113,False,False,1.0
4713,Balboa Baptist Church,"200 Onondaga Ave, San Francisco, CA 94112, USA",37.72294,-122.44147,4714.0,CA,SAN FRANCISCO COUNTY,Pct 1114,False,False,1.0
4714,I. T. Bookman Comm Ctr - Mult Purpose Rm,"446 Randolph St, San Francisco, CA 94132, USA",37.7145,-122.46685,4715.0,CA,SAN FRANCISCO COUNTY,Pct 1115,False,False,1.0
4715,Ocean View Library,"345 Randolph St, San Francisco, CA 94132, USA",37.71415,-122.46599,4716.0,CA,SAN FRANCISCO COUNTY,Pct 1116,False,False,1.0
4716,Garage,"265 Minerva St, San Francisco, CA 94112, USA",37.71559,-122.46122,4717.0,CA,SAN FRANCISCO COUNTY,Pct 1117,False,False,1.0
4717,Minnie & Lovie Rec Center - Gymnasium,"650 Capitol Ave, San Francisco, CA 94112, USA",37.71575,-122.45735,4718.0,CA,SAN FRANCISCO COUNTY,Pct 1118,False,False,1.0
4718,Garage,"2584 San Jose Avenue, San Francisco, CA 94112, USA",37.71674,-122.45023,4719.0,CA,SAN FRANCISCO COUNTY,Pct 1119,False,False,1.0
4719,Cayuga Playground Clubhouse,"301 Naglee Ave, San Francisco, CA 94112, USA",37.71385,-122.45044,4720.0,CA,SAN FRANCISCO COUNTY,Pct 1121,False,False,1.0
4720,Geneva Powerhouse,"2301 San Jose Avenue, San Francisco, CA 94112, USA",37.72023,-122.44677,4721.0,CA,SAN FRANCISCO COUNTY,Pct 1122,False,False,1.0
4721,Sheridan School - Auditorium Lobby,"431 Capitol Ave, San Francisco, CA 94112, USA",37.7146,-122.45964,4722.0,CA,SAN FRANCISCO COUNTY,Pct 1123,False,False,1.0
4722,Garage,"155 Sadowa St, San Francisco, CA 94112, USA",37.71213,-122.45767,4723.0,CA,SAN FRANCISCO COUNTY,Pct 1124,False,False,1.0
4723,Firehouse #33,"8 Capitol Ave, San Francisco, CA 94112, USA",37.71088,-122.45863,4724.0,CA,SAN FRANCISCO COUNTY,Pct 1125,False,False,1.0
4724,S F Christian Center,"5833 Mission St, San Francisco, CA 94112, USA",37.7091,-122.45109,4725.0,CA,SAN FRANCISCO COUNTY,Pct 1126,False,False,1.0
4725,Garage,"483 Ellington Ave, San Francisco, CA 94112, USA",37.71116,-122.44789,4726.0,CA,SAN FRANCISCO COUNTY,Pct 1127,False,False,1.0
4726,Garage,"55 Mt Vernon Ave, San Francisco, CA 94112, USA",37.71528,-122.44388,4727.0,CA,SAN FRANCISCO COUNTY,Pct 1128,False,False,1.0
4727,Longfellow School - Front Lobby,"755 Morse St, San Francisco, CA 94112, USA",37.71033,-122.44664,4728.0,CA,SAN FRANCISCO COUNTY,Pct 1129,False,False,1.0
4728,Garage,"666 Morse St, San Francisco, CA 94112, USA",37.71138,-122.44563,4729.0,CA,SAN FRANCISCO COUNTY,Pct 1131,False,False,1.0
4729,Garage,"143 Pope St, San Francisco, CA 94112, USA",37.71345,-122.44075,4730.0,CA,SAN FRANCISCO COUNTY,Pct 1132,False,False,1.0
4730,Garage,"494 Pope St, San Francisco, CA 94112, USA",37.70841,-122.44063,4731.0,CA,SAN FRANCISCO COUNTY,Pct 1133,False,False,1.0
4731,Garage,"39 Naylor St, San Francisco, CA 94112, USA",37.71107,-122.43355,4732.0,CA,SAN FRANCISCO COUNTY,Pct 1134,False,False,1.0
4732,Guadalupe Elementary School - Hallway,"859 Prague St, San Francisco, CA 94112, USA",37.71036,-122.43417,4733.0,CA,SAN FRANCISCO COUNTY,Pct 1135,False,False,1.0
4733,Garage,"8 Chicago Way, San Francisco, CA 94112, USA",37.71007,-122.42811,4734.0,CA,SAN FRANCISCO COUNTY,Pct 1136,False,False,1.0
4734,Garage,"263 Maynard St, San Francisco, CA 94112, USA",37.72969,-122.42462,4735.0,CA,SAN FRANCISCO COUNTY,Pct 1141,False,False,1.0
4735,Garage,"101 Madrid St, San Francisco, CA 94112, USA",37.72762,-122.42807,4736.0,CA,SAN FRANCISCO COUNTY,Pct 1142,False,False,1.0
4736,Boys & Girls Club - Excelsior Clubhouse - Game Room,"163 London St, San Francisco, CA 94112, USA",37.72639,-122.43208,4737.0,CA,SAN FRANCISCO COUNTY,Pct 1143,False,False,1.0
4737,Monroe School - Multipurpose Room,"260 Madrid St, San Francisco, CA 94112, USA",37.72557,-122.4304,4738.0,CA,SAN FRANCISCO COUNTY,Pct 1144,False,False,1.0
4738,Garage,"250 Athens St, San Francisco, CA 94112, USA",37.72403,-122.42688,4739.0,CA,SAN FRANCISCO COUNTY,Pct 1145,False,False,1.0
4739,Sons Of Italy - Hall Of Mirrors,"5051 Mission St, San Francisco, CA 94112, USA",37.71771,-122.43981,4740.0,CA,SAN FRANCISCO COUNTY,Pct 1146,False,False,1.0
4740,Garage,"437 Lisbon St, San Francisco, CA 94112, USA",37.72133,-122.43384,4741.0,CA,SAN FRANCISCO COUNTY,Pct 1147,False,False,1.0
4741,Garage,"542 Moscow St, San Francisco, CA 94112, USA",37.7191,-122.42951,4742.0,CA,SAN FRANCISCO COUNTY,Pct 1148,False,False,1.0
4742,City Arts & Tech High School - Hallway,"325 La Grande Ave, San Francisco, CA 94112, USA",37.71949,-122.42528,4743.0,CA,SAN FRANCISCO COUNTY,Pct 1149,False,False,1.0
4743,Geneva Ave United Methodist Church - Fellowship Hall,"1261 Geneva Ave, San Francisco, CA 94112, USA",37.71401,-122.43502,4744.0,CA,SAN FRANCISCO COUNTY,Pct 1152,False,False,1.0
4744,Firehouse #43,"720 Moscow St, San Francisco, CA 94112, USA",37.71634,-122.43169,4745.0,CA,SAN FRANCISCO COUNTY,Pct 1153,False,False,1.0
4745,Mc Calls Catering & Events - Lobby,"1798 Bryant St, San Francisco, CA 94110, USA",37.76455,-122.41067,4746.0,CA,SAN FRANCISCO COUNTY,Pct 7001,False,False,1.0
4746,Firehouse #29,"299 Vermont St, San Francisco, CA 94103, USA",37.76619,-122.40438,4747.0,CA,SAN FRANCISCO COUNTY,Pct 7002,False,False,1.0
4747,St Gregory Church - Rotunda,"500 De Haro St, San Francisco, CA 94107, USA",37.76328,-122.40173,4748.0,CA,SAN FRANCISCO COUNTY,Pct 7003,False,False,1.0
4748,S F International High School - Lobby,"655 De Haro St, San Francisco, CA 94107, USA",37.76172,-122.40062,4749.0,CA,SAN FRANCISCO COUNTY,Pct 7004,False,False,1.0
4749,St Teresa Of Avila Church - Sammon Hall,"1490 19th St, San Francisco, CA 94107, USA",37.76149,-122.39713,4750.0,CA,SAN FRANCISCO COUNTY,Pct 7005,False,False,1.0
4750,Bryant Elementary School - Multi Purpose Room,"2641 25th St, San Francisco, CA 94110, USA",37.75143,-122.40478,4751.0,CA,SAN FRANCISCO COUNTY,Pct 7006,False,False,1.0
4751,Potrero Hill Neighborhood House,"953 De Haro St, San Francisco, CA 94107, USA",37.75832,-122.40067,4752.0,CA,SAN FRANCISCO COUNTY,Pct 7007,False,False,1.0
4752,Daniel Webster Elementary School - Lobby,"465 Missouri St, San Francisco, CA 94107, USA",37.76025,-122.39612,4753.0,CA,SAN FRANCISCO COUNTY,Pct 7008,False,False,1.0
4753,Starr King Elementary School - Library,"1215 Carolina St, San Francisco, CA 94107, USA",37.75347,-122.39912,4754.0,CA,SAN FRANCISCO COUNTY,Pct 7009,False,False,1.0
4754,Garage,"524 Connecticut St, San Francisco, CA 94107, USA",37.759,-122.39741,4755.0,CA,SAN FRANCISCO COUNTY,Pct 7011,False,False,1.0
4755,Muni Barn - Room D106,"700 Pennsylvania Ave, San Francisco, CA 94107, USA",37.757,-122.39345,4756.0,CA,SAN FRANCISCO COUNTY,Pct 7012,False,False,1.0
4756,U C S F - Lobby,"654 Minnesota St, San Francisco, CA 94107, USA",37.76198,-122.39106,4757.0,CA,SAN FRANCISCO COUNTY,Pct 7013,False,False,1.0
4757,Rickshaw Bagworks,"904 22nd St, San Francisco, CA 94107, USA",37.75807,-122.39058,4758.0,CA,SAN FRANCISCO COUNTY,Pct 7014,False,False,1.0
4758,C C S F - Southeast Campus,"1800 Oakdale Ave, San Francisco, CA 94124, USA",37.73695,-122.39406,4759.0,CA,SAN FRANCISCO COUNTY,Pct 7016,False,False,1.0
4759,S F Firefighters Union Hall,"325 Newhall St, San Francisco, CA 94124, USA",37.74227,-122.38527,4760.0,CA,SAN FRANCISCO COUNTY,Pct 7017,False,False,1.0
4760,Thurgood Marshall High School - Cafeteria,"45 Conkling St, San Francisco, CA 94124, USA",37.73614,-122.40182,4761.0,CA,SAN FRANCISCO COUNTY,Pct 7018,False,False,1.0
4761,Garage,"1887 Palou Ave, San Francisco, CA 94124, USA",37.73683,-122.39645,4762.0,CA,SAN FRANCISCO COUNTY,Pct 7019,False,False,1.0
4762,Providence Baptist Church - Gym,"1601 McKinnon Ave, San Francisco, CA 94124, USA",37.73587,-122.3896,4763.0,CA,SAN FRANCISCO COUNTY,Pct 7021,False,False,1.0
4763,Joseph Lee Rec Center - Gymnasium,"1598 Oakdale Ave, San Francisco, CA 94124, USA",37.73487,-122.38969,4764.0,CA,SAN FRANCISCO COUNTY,Pct 7022,False,False,1.0
4764,Garage,"3 Carpenter Ct, San Francisco, CA 94124, USA",37.73459,-122.38537,4765.0,CA,SAN FRANCISCO COUNTY,Pct 7023,False,False,1.0
4765,Hunters View - Community Rm,"1101 Fairfax Ave, San Francisco, CA 94124, USA",37.73695,-122.38133,4766.0,CA,SAN FRANCISCO COUNTY,Pct 7024,False,False,1.0
4766,Our Lady Of Lourdes Church,"410 Hawes St, San Francisco, CA 94124, USA",37.73342,-122.37772,4767.0,CA,SAN FRANCISCO COUNTY,Pct 7025,False,False,1.0
4767,Allen Chapel - A M E Church,"195 Scotia Ave, San Francisco, CA 94124, USA",37.73205,-122.3996,4768.0,CA,SAN FRANCISCO COUNTY,Pct 7026,False,False,1.0
4768,Charles Drew Elementary School - Cafeteria,"50 Pomona St, San Francisco, CA 94124, USA",37.73176,-122.3939,4769.0,CA,SAN FRANCISCO COUNTY,Pct 7027,False,False,1.0
4769,Bayview Y M C A - Gymnasium,"1601 Lane St, San Francisco, CA 94124, USA",37.73181,-122.38979,4770.0,CA,SAN FRANCISCO COUNTY,Pct 7028,False,False,1.0
4770,Bayview Apartments - Community Rm,"5 Commer Ct, San Francisco, CA 94124, USA",37.73227,-122.38482,4771.0,CA,SAN FRANCISCO COUNTY,Pct 7029,False,False,1.0
4771,Bayview Police Station - Lobby,"201 Williams Ave, San Francisco, CA 94124, USA",37.72976,-122.39797,4772.0,CA,SAN FRANCISCO COUNTY,Pct 7030,False,False,1.0
4772,Armstrong Place Senior Housing - Comm Rm,"5600 3rd St, San Francisco, CA 94124, USA",37.72692,-122.39398,4773.0,CA,SAN FRANCISCO COUNTY,Pct 7031,False,False,1.0
4773,United Council Of Human Services - Serenity Rm,"2111 Jennings St, San Francisco, CA 94124, USA",37.72681,-122.38863,4774.0,CA,SAN FRANCISCO COUNTY,Pct 7032,False,False,1.0
4774,Firehouse #17,"1295 Shafter Ave, San Francisco, CA 94124, USA",37.72752,-122.385,4775.0,CA,SAN FRANCISCO COUNTY,Pct 7033,False,False,1.0
4775,Willie Mays Boys And Girls Clubhouse,"195 Kiska Rd, San Francisco, CA 94124, USA",37.72964,-122.37628,4776.0,CA,SAN FRANCISCO COUNTY,Pct 7034,False,False,1.0
4776,Wu Yee Children's Services,"729 Kirkwood Ave, San Francisco, CA 94124, USA",37.72888,-122.37402,4777.0,CA,SAN FRANCISCO COUNTY,Pct 7035,False,False,1.0
4777,Saint Phillips Missionary Baptist Church,"745 Velasco Ave, San Francisco, CA 94134, USA",37.70975,-122.41914,4778.0,CA,SAN FRANCISCO COUNTY,Pct 7036,False,False,1.0
4778,Sunnydale Development Community Rm,"1654 Sunnydale Ave, San Francisco, CA 94134, USA",37.71266,-122.41826,4779.0,CA,SAN FRANCISCO COUNTY,Pct 7037,False,False,1.0
4779,Coffman Pool - Lobby,"1701 Visitacion Ave, San Francisco, CA 94134, USA",37.71324,-122.41584,4780.0,CA,SAN FRANCISCO COUNTY,Pct 7038,False,False,1.0
4780,School - El Dorado - Cafeteria,"70 Delta St, San Francisco, CA 94134, USA",37.71853,-122.40735,4781.0,CA,SAN FRANCISCO COUNTY,Pct 7039,False,False,1.0
4781,New Greater Prosperity Church - Sanctuary,"3560 San Bruno Ave, San Francisco, CA 94134, USA",37.71706,-122.40007,4782.0,CA,SAN FRANCISCO COUNTY,Pct 7042,False,False,1.0
4782,United House Of Prayer Church - Hall,"1249 Jamestown Ave, San Francisco, CA 94124, USA",37.72089,-122.39828,4783.0,CA,SAN FRANCISCO COUNTY,Pct 7043,False,False,1.0
4783,Alice Griffith Apartments - Multipurpose Rm,"2600 Arelious Walker Dr, San Francisco, CA 94124, USA",37.71885,-122.38523,4784.0,CA,SAN FRANCISCO COUNTY,Pct 7044,False,False,1.0
4784,Visitacion Valley Elementary School,"55 Schwerin St, San Francisco, CA 94134, USA",37.71255,-122.41023,4785.0,CA,SAN FRANCISCO COUNTY,Pct 7045,False,False,1.0
4785,Fire Station #44,"1298 Girard St, San Francisco, CA 94134, USA",37.71663,-122.4005,4786.0,CA,SAN FRANCISCO COUNTY,Pct 7046,False,False,1.0
4786,Pure Skinz Aesthetics,"2189 Bayshore Blvd APT 101, San Francisco, CA 94134, USA",37.71229,-122.40117,4787.0,CA,SAN FRANCISCO COUNTY,Pct 7047,False,False,1.0
4787,Heritage Homes Child & Family - Community Rm,"243 Rey St, San Francisco, CA 94134, USA",37.71021,-122.41248,4788.0,CA,SAN FRANCISCO COUNTY,Pct 7048,False,False,1.0
4788,Church Of The Visitacion,"701 Sunnydale Ave, San Francisco, CA 94134, USA",37.70944,-122.4095,4789.0,CA,SAN FRANCISCO COUNTY,Pct 7049,False,False,1.0
4789,Visitacion Valley Branch Library,"201 Leland Ave, San Francisco, CA 94134, USA",37.71243,-122.40792,4790.0,CA,SAN FRANCISCO COUNTY,Pct 7051,False,False,1.0
4790,Garage,"27 Blanken Ave, San Francisco, CA 94134, USA",37.71222,-122.40097,4791.0,CA,SAN FRANCISCO COUNTY,Pct 7052,False,False,1.0
4791,Office Building - 1st Floor Conf Room,"150 Executive Park Blvd # 4000, San Francisco, CA 94134, USA",37.71106,-122.39335,4792.0,CA,SAN FRANCISCO COUNTY,Pct 7053,False,False,1.0
4792,Bret Harte Elementary School - Auditorium,"1035 Gilman Ave, San Francisco, CA 94124, USA",37.71838,-122.38903,4793.0,CA,SAN FRANCISCO COUNTY,Pct 7054,False,False,1.0
