provider,lat,lon,num_stops_per_week,score
Orange County Transportation Authority,33.82344,-117.9098,133,2
Orange County Transportation Authority,33.91621,-117.8637,44,1
Orange County Transportation Authority,33.91356,-117.86396,49,1
Orange County Transportation Authority,33.91035,-117.86397,49,1
Orange County Transportation Authority,33.90802,-117.86398,49,1
Orange County Transportation Authority,33.81751,-117.99429,68,1
Orange County Transportation Authority,33.9136,-117.88353,125,2
Orange County Transportation Authority,33.91492,-117.88288,413,3
Orange County Transportation Authority,33.91831,-117.88284,3,1
Orange County Transportation Authority,33.92164,-117.88279,3,1
Orange County Transportation Authority,33.92453,-117.8826,3,1
Orange County Transportation Authority,33.9247,-117.88287,3,1
Orange County Transportation Authority,33.92185,-117.88298,3,1
Orange County Transportation Authority,33.9177,-117.88314,175,2
Orange County Transportation Authority,33.91361,-117.88388,120,2
Orange County Transportation Authority,33.91297,-117.88561,120,2
Orange County Transportation Authority,33.81747,-117.99643,68,1
Orange County Transportation Authority,33.81744,-118.00171,68,1
Orange County Transportation Authority,33.91552,-117.88364,507,4
Orange County Transportation Authority,33.81739,-118.00736,68,1
Orange County Transportation Authority,33.81735,-118.01176,68,1
Orange County Transportation Authority,33.85855,-118.0452,64,1
Orange County Transportation Authority,33.81813,-117.9931,202,2
Orange County Transportation Authority,33.63604,-117.93098,114,2
Orange County Transportation Authority,33.63607,-117.92709,114,2
Orange County Transportation Authority,33.6361,-117.92327,114,2
Orange County Transportation Authority,33.82059,-117.99315,151,2
Orange County Transportation Authority,33.63634,-117.92143,114,2
Orange County Transportation Authority,33.63489,-117.91824,114,2
Orange County Transportation Authority,33.63283,-117.91523,114,2
Orange County Transportation Authority,33.6305,-117.91187,114,2
Orange County Transportation Authority,33.62864,-117.90922,114,2
Orange County Transportation Authority,33.62893,-117.90911,108,2
Orange County Transportation Authority,33.63064,-117.91174,108,2
Orange County Transportation Authority,33.63336,-117.91565,108,2
Orange County Transportation Authority,33.63537,-117.91846,108,2
Orange County Transportation Authority,33.63658,-117.92099,108,2
Orange County Transportation Authority,33.82545,-117.99317,151,2
Orange County Transportation Authority,33.63631,-117.92393,108,2
Orange County Transportation Authority,33.63629,-117.92716,108,2
Orange County Transportation Authority,33.829,-117.99323,151,2
Orange County Transportation Authority,33.64329,-117.9271,170,2
Orange County Transportation Authority,33.64331,-117.92285,170,2
Orange County Transportation Authority,33.64356,-117.91692,34,1
Orange County Transportation Authority,33.64355,-117.92002,114,2
Orange County Transportation Authority,33.6435,-117.92512,175,2
Orange County Transportation Authority,33.8266,-117.91086,133,2
Orange County Transportation Authority,33.83304,-117.99334,246,2
Orange County Transportation Authority,33.67234,-117.94011,14,1
Orange County Transportation Authority,33.67239,-117.93483,14,1
Orange County Transportation Authority,33.67276,-117.92479,14,1
