name,address,lat,lon,ElecDayVotes,EarlyVotes,BallotsCast,WaitTimeHr
Tuolumne County Elections Department,2 South Green Street Sonora CA 95370,37.98488,-120.38399,,,,
Tuolumne Memorial Hall,18375 Fir Dr. Tuolumne Ca 95383,38.03731,-120.2277,,,,
Wilson Realty Building,18125 Main Street Jamestown Ca 95327,37.95155,-120.42374,,,,
Groveland Library,18990 Hwy 120 Groveland Ca 95321,37.84045,-120.22562,,,,
Twain Harte Bible Church,18995 Twain Harte Drive Twain Harte CA 95383,38.03843,-120.22316,,,,
