Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
0,Cambria Veterans Bldg,1000 Main St  Cambria 93428,35.56469,-121.09697,,,,,,,
1,Shandon Clubhouse,101 W Centre St  Shandon 93461,35.65604,-120.37875,,,,,,,
2,Zion Lutheran Fellowship Hall,1010 E Foothill Blvd  San Luis Obispo 93405,35.29457,-120.6674,,,,,,,
3,Grace Church,1036 Pismo St  San Luis Obispo 93401,35.2794,-120.65824,,,,,,,
4,Cypress Ridge Pavilion,1050 Cypress Ridge Pkwy  Arroyo Grande 93420,35.07052,-120.57784,,,,,,,
5,County Clerk-Recorder,1055 Monterey St  San Luis Obispo 93408,35.28219,-120.66017,,,,,,,
6,The Edwards Barn,1095 Pomeroy Rd  Nipomo 93444,35.04692,-120.52492,,,,,,,
7,North SLO County Assoc Of Realtors,1101 Riverside Ave  Paso Robles 93446,35.62595,-120.68714,,,,,,,
8,United Church Of Christ Congregational,11245 Los Osos Valley Rd  # -  San Luis Obispo 93405,35.2605,-120.69579,,,,,,,
9,Pismo Coast Assoc. Of Realtors,1126 E Grand Ave  Arroyo Grande 93420,35.11996,-120.59713,,,,,,,
10,Unity Of San Luis Obispo,1130 Orcutt Rd  San Luis Obispo 93401,35.26164,-120.64053,,,,,,,
11,Calvary Chapel,1133 Maple St  Arroyo Grande 93420,35.11632,-120.5985,,,,,,,
12,United Methodist Church Of Atascadero,11605 El Camino Real  Atascadero 93422,35.45241,-120.63599,,,,,,,
13,Grover Beach Community Center,1230 Trouville Ave  Grover Beach 93433,35.11586,-120.61653,,,,,,,
14,Baywood Elem School - Multipurpose Rm,1330 9th St  Los Osos 93402,35.32712,-120.83258,,,,,,,
15,The Well Los Osos,1335 7th St  Los Osos 93402,35.32743,-120.83576,,,,,,,
16,C L Smith School,1375 Balboa St  San Luis Obispo 93405,35.26161,-120.68919,,,,,,,
17,Nipomo CSD Office,148 S Wilson St  Nipomo 93444,35.03956,-120.47893,,,,,,,
18,Atascadero Elks Lodge,1516 El Camino Real  Atascadero 93422,35.51697,-120.70095,,,,,,,
19,Los Osos Middle School,1555 El Morro Ave  Los Osos 93402,35.32525,-120.81952,,,,,,,
20,The Monarch Club - Art Room,1645 Trilogy Pkwy  Nipomo 93444,35.03122,-120.55391,,,,,,,
21,Oceano CSD Office,1655 Front St  Oceano 93445,35.10254,-120.6168,,,,,,,
22,Mountainbrook Community Church,1775 Calle Joaquin  San Luis Obispo 93405,35.2419,-120.6882,,,,,,,
23,Coastal Community  Church,1830 Farroll Rd  Grover Beach 93433,35.11017,-120.60898,,,,,,,
24,First Baptist Church,1900 Los Osos Valley Rd  Los Osos 93402,35.30607,-120.80989,,,,,,,
25,Avila Beach Community Center,191 San Miguel St  # -  Avila Beach 93424,35.18064,-120.73322,,,,,,,
26,Shadow Mountain Community Church,192 S 9th St  # -  Grover Beach 93433,35.12062,-120.62064,,,,,,,
27,St Elizabeth Ann Seton Parish,2050 Palisades Ave  Los Osos 93402,35.31462,-120.83711,,,,,,,
28,7th Day Adventist Church,2060 Ironwood Ave  Morro Bay 93442,35.38532,-120.85173,,,,,,,
29,Morro Bay Veterans Bldg,209 Surf St  Morro Bay 93442,35.37051,-120.85362,,,,,,,
30,Arroyo Grande Community Center,211 Vernon Ave  Arroyo Grande 93420,35.12326,-120.58515,,,,,,,
31,Highlands Church,215 Oak Hill Rd  Paso Robles 93446,35.61457,-120.67836,,,,,,,
32,Mid-State Fair - Frontier Building,2198 Riverside Ave  Paso Robles 93446,35.63715,-120.68787,,,,,,,
33,Unitarian Universalist Fellowship,2201 Lawton St  San Luis Obispo 93401,35.26923,-120.65733,,,,,,,
34,Shell Beach Veterans Bldg,230 Leeward Ave  Pismo Beach 93449,35.15465,-120.66964,,,,,,,
35,San Miguel Community Bldg.,256 13th St  San Miguel 93451,35.75155,-120.69835,,,,,,,
36,Rancho Del Arroyo MHP,2700 Cienaga St  Oceano 93445,35.0972,-120.59913,,,,,,,
37,San Luis Obispo Guild Hall,2880 Broad St  San Luis Obispo 93401,35.26384,-120.65105,,,,,,,
38,Chumash Village Mhp Clubhouse,3057 S Higuera St  # 1  San Luis Obispo 93401,35.25923,-120.66763,,,,,,,
39,Paso Robles Masonic Complex,320 Sherwood Rd  Paso Robles 93446,35.6152,-120.6532,,,,,,,
40,Nazarene Chruch - San Luis Obispo,3396 Johnson Ave  San Luis Obispo 93401,35.26524,-120.6354,,,,,,,
41,Monarch Grove School,348 Los Osos Valley Rd  Los Osos 93402,35.3133,-120.84882,,,,,,,
42,Oak Park Christian Church,386 N Oak Park Blvd  # -  Grover Beach 93433,35.12417,-120.60839,,,,,,,
43,Creekside MH Community Room,3960 S Higuera St  San Luis Obispo 93401,35.24749,-120.67571,,,,,,,
44,American Legion Hall,417 Orchard St  Arroyo Grande 93420,35.11815,-120.57785,,,,,,,
45,Estrella  Warbirds Museum,4251 Dry Creek Rd  Paso Robles 93446,35.66432,-120.61963,,,,,,,
46,Heritage Ranch CSD Office,4870 Heritage Ranch Rd  Paso Robles 93446,35.72239,-120.88374,,,,,,,
47,SLO County Farm Bureau,4875 Morabito Pl  San Luis Obispo 93401,35.23467,-120.63019,,,,,,,
48,Trinity Methodist Church,490 Los Osos Valley Rd  Los Osos 93402,35.31308,-120.8455,,,,,,,
49,Gospel Lighthouse Of Arroyo Grande,497 Fair Oaks Ave  Arroyo Grande 93420,35.11513,-120.58252,,,,,,,
50,Del Mar Elementary School,501 Sequoia St  Morro Bay 93442,35.39697,-120.85815,,,,,,,
51,Canyon Hills Of San Luis Obispo,525 Cerro Romauldo Ave  San Luis Obispo 93405,35.29501,-120.67611,,,,,,,
52,Nipomo Senior High School,525 N Thompson Ave  Nipomo 93444,35.04999,-120.48663,,,,,,,
53,St. Luke's Episcopal Church,5318 Palma Ave  Atascadero 93422,35.49277,-120.67465,,,,,,,
54,Grace Baptist Church,535 Creston Rd  Paso Robles 93446,35.62918,-120.6771,,,,,,,
55,Los Ranchos Elementary School,5785 Los Ranchos Rd  San Luis Obispo 93401,35.21937,-120.62035,,,,,,,
56,Community Church Of Atascadero,5850 Rosario Ave  Atascadero 93422,35.4919,-120.67216,,,,,,,
57,Cayucos Community Church,60 N 3rd St  Cayucos 93430,35.44544,-120.89902,,,,,,,
58,Centennial Park Live Oak Room,600 Nickerson Dr  Paso Robles 93446,35.62294,-120.67077,,,,,,,
59,Templeton Community Bldg,601 S Main St  Templeton 93465,35.54792,-120.70637,,,,,,,
60,Creston Fire Station,6055 Webster Rd  Creston 93432,35.52642,-120.52148,,,,,,,
61,South County Regional Center,800 W Branch St  Arroyo Grande 93420,35.12454,-120.58974,,,,,,,
62,San Luis Obispo Veterans Bldg,801 Grand Ave  San Luis Obispo 93401,35.2887,-120.65268,,,,,,,
63,Atascadero Gospel Chapel,8205 Curbaril Ave  Atascadero 93422,35.47496,-120.66506,,,,,,,
64,Ludwick Community Center,864 Santa Rosa St  San Luis Obispo 93401,35.28427,-120.66084,,,,,,,
65,Nipomo Branch Library,918 W Tefft St  Nipomo 93444,35.02891,-120.49701,,,,,,,
66,Temp Hills 7th Day Adventst Church,930 Templeton Hills Rd  Templeton 93465,35.55121,-120.71636,,,,,,,
67,Atascadero Pavilion On The Lake,9315 Pismo Ave  Atascadero 93422,35.46596,-120.66812,,,,,,,
68,Grace Central Coast - North County Campus,9325 El Bordo Ave  Atascadero 93422,35.46526,-120.64538,,,,,,,
69,St. John's Lutheran Church,959 Valley Rd  Arroyo Grande 93420,35.10293,-120.58093,,,,,,,
70,Santa Margarita Community Hall,9610 Murphy Ave  Santa Margarita 93453,35.38827,-120.6085,,,,,,,
71,New Life Community Church,990 James Way  Pismo Beach 93449,35.13554,-120.60812,,,,,,,
72,Ramona Garden Park Center,993 Ramona Ave  Grover Beach 93433,35.12269,-120.61911,,,,,,,
73,Cal Poly MAC Center,Grand Ave  San Luis Obispo 93410,35.2951,-120.65322,,,,,,,
74,Paso Robles Veterans Hall,Scott St  Paso Robles 93446,35.60844,-120.64994,,,,,,,
