,osm_id,code,fclass,name,lon,lat
0,358832798,2005.0,post_office,Bishop Post Office,-118.40036,37.36159
1,368167649,2002.0,fire_station,Bishop Fire Department,-118.39675,37.36158
2,368169900,2007.0,library,Northern Inyo Hospital Medical Library,-118.40619,37.36172
3,358816117,2005.0,post_office,Darwin Post Office,-117.59201,36.26966
4,4112650009,2005.0,post_office,Death Valley Post Office,-116.86629,36.45724
5,4812365373,2005.0,post_office,United States Post Office,-116.22762,35.84849
6,1941034794,2005.0,post_office,,-118.28921,37.16704
7,1941035616,2002.0,fire_station,,-118.28986,37.16738
8,4927843769,2008.0,town_hall,,-118.29116,37.16436
9,368169901,2007.0,library,Inyo County Free Library,-118.19959,36.8035
10,4835430821,2005.0,post_office,Lone Pine's post office,-118.0632,36.60654
11,358816267,2005.0,post_office,Olancha Post Office,-118.00536,36.28133
12,2357514697,2002.0,fire_station,Olancha Fire Station,-117.99372,36.25494
