Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
4236,SHADOW HILLS ELEM SCHOOL-GYM,"8770 Harbison Canyon Rd, Alpine, CA 91901, USA",32.83262,-116.81602,4237.0,CA,SAN DIEGO COUNTY,ALPINE,False,False,1.0
4237,SHADOW HILLS ELEM SCHOOL-GYM,"8770 Harbison Canyon Rd, Alpine, CA 91901, USA",32.83262,-116.81602,4238.0,CA,SAN DIEGO COUNTY,ALPINE,True,False,1.0
4238,ALPINE ELEMENTARY SCHOOL-AUDITORIUM,"1850 Alpine Blvd, Alpine, CA 91901, USA",32.83835,-116.77387,4239.0,CA,SAN DIEGO COUNTY,"ALPINE, ALPINE",False,False,1.0
4239,ALPINE ELEMENTARY SCHOOL-AUDITORIUM,"1850 Alpine Blvd, Alpine, CA 91901, USA",32.83835,-116.77387,4240.0,CA,SAN DIEGO COUNTY,"ALPINE, ALPINE",True,False,1.0
4240,JAMES DUKES ELEM SCHOOL-MULTIPURPOSE CTR,"24908 Abalar Way, Ramona, CA 92065, USA",33.00886,-116.79103,4241.0,CA,SAN DIEGO COUNTY,"BARONA, BALLENA",False,False,1.0
4241,JAMES DUKES ELEM SCHOOL-MULTIPURPOSE CTR,"24908 Abalar Way, Ramona, CA 92065, USA",33.00886,-116.79103,4242.0,CA,SAN DIEGO COUNTY,"BARONA, BALLENA",True,False,1.0
4242,BONITA VISTA HIGH SCHOOL-CAFETERIA,"751 Otay Lakes Rd, Chula Vista, CA 91913, USA",32.64591,-116.99956,4243.0,CA,SAN DIEGO COUNTY,"BONITA, CHULA VISTA, CHULA VISTA",False,False,1.0
4243,BONITA VISTA HIGH SCHOOL-CAFETERIA,"751 Otay Lakes Rd, Chula Vista, CA 91913, USA",32.64591,-116.99956,4244.0,CA,SAN DIEGO COUNTY,"BONITA, CHULA VISTA, CHULA VISTA",True,False,1.0
4244,BORREGO SPRINGS HIGH SCHOOL-GYM,"2281 Diegueno Rd, Borrego Springs, CA 92004, USA",33.26419,-116.38222,4245.0,CA,SAN DIEGO COUNTY,BORREGO SPRINGS,False,False,1.0
4245,BORREGO SPRINGS HIGH SCHOOL-GYM,"2281 Diegueno Rd, Borrego Springs, CA 92004, USA",33.26419,-116.38222,4246.0,CA,SAN DIEGO COUNTY,BORREGO SPRINGS,True,False,1.0
4246,RIVERVIEW ELEM SCHOOL-MPR,"9308 Winter Gardens Blvd, Lakeside, CA 92040, USA",32.84728,-116.9317,4247.0,CA,SAN DIEGO COUNTY,BOSTONIA,False,False,1.0
4247,RIVERVIEW ELEM SCHOOL-MPR,"9308 Winter Gardens Blvd, Lakeside, CA 92040, USA",32.84728,-116.9317,4248.0,CA,SAN DIEGO COUNTY,BOSTONIA,True,False,1.0
4248,W D HALL ELEM SCHOOL-AUDITORIUM,"1376 Pepper Dr, El Cajon, CA 92021, USA",32.82142,-116.93028,4249.0,CA,SAN DIEGO COUNTY,"BOSTONIA, BOSTONIA, BOSTONIA, EL CAJON, BOSTONIA",False,False,1.0
