Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
3256,Livingston Veteran Memorial Building,"1605 7th St, Livingston, CA 95334, USA",37.37578,-120.7186,3257.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3257,College Greens Park,"1815 Scripps Dr, Los Banos, CA 93635, USA",37.04901,-120.83163,3258.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3258,Merced County Registrar of Voters Office,"2222 M St, Merced, CA 95340, USA",37.30704,-120.48121,3259.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3259,Snelling Community Recreation Building,"3325 Merced Falls Rd, Snelling, CA 95369, USA",37.52191,-120.41907,3260.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3260,Department of Child Support Services,"3368 N State Hwy 59 #1, Merced, CA 95348, USA",37.32713,-120.50455,3261.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3261,Merced College,"3600 M St, Merced, CA 95348, USA",37.33484,-120.47618,3262.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3262,Los Banos Community Center,"645 7th St, Los Banos, CA 93635, USA",37.06254,-120.84604,3263.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3263,Atwater Community Center,"760 E Bellevue Rd, Atwater, CA 95301, USA",37.35983,-120.59061,3264.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3264,Hilmar Grange,"8188 Lander Ave, Hilmar, CA 95324, USA",37.40698,-120.84967,3265.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3265,Merced County Fairgrounds,"900 Martin Luther King Jr Way, Merced, CA 95341, USA",37.29163,-120.48486,3266.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3266,Planada Community Center,"9167 Stanford Ave, Planada, CA 95365, USA",37.29163,-120.32185,3267.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3267,Del Hale Hall,"931 Center Ave, Los Banos, CA 93635, USA",36.99227,-120.62608,3268.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3268,Delhi Veterans Memorial Building,"9799 Stephens St, Delhi, CA 95315, USA",37.43084,-120.77738,3269.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
3269,Al Goman Community Center,"Harry P Schmidt Park, 745 Linden Ave, Gustine, CA 95322, USA",37.25188,-121.00856,3270.0,CA,MERCED COUNTY,Locality wide location,False,False,1.0
